City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Kimitsu,JP,2020-02-21 19:00:46,35.33,139.89,53.01,87,75,3.36
237,Pop,UZ,2020-02-21 19:00:46,40.87,71.11,41.0,50,100,4.7
238,Severo-Yeniseyskiy,RU,2020-02-21 19:00:46,60.37,93.04,12.25,96,70,3.65
239,Vanimo,PG,2020-02-21 19:00:46,-2.67,141.3,81.93,81,100,17.31
240,Hammerfest,NO,2020-02-21 19:00:47,70.66,23.68,33.8,59,33,14.99
241,Messina,IT,2020-02-21 18:58:39,38.19,15.55,57.2,71,20,4.7
242,Lichinga,MZ,2020-02-21 19:00:47,-13.31,35.24,68.0,94,40,5.82
243,Comodoro Rivadavia,AR,2020-02-21 19:00:01,-45.87,-67.5,73.4,31,0,11.41
244,Ilorin,NG,2020-02-21 19:00:48,8.5,4.55,93.31,13,0,5.14
245,Madang,PG,2020-02-21 19:00:48,-5.22,145.8,78.58,89,100,9.33
246,Fort Nelson,CA,2020-02-21 19:00:09,58.81,-122.7,35.6,47,20,4.7
247,Bay City,US,2020-02-21 18:58:17,43.59,-83.89,34.0,54,1,19.46
248,Bredasdorp,ZA,2020-02-21 19:00:48,-34.53,20.04,68.0,68,0,9.17
249,Nioro,GM,2020-02-21 19:00:49,13.35,-15.75,103.55,6,90,5.35
250,Rocky Mountain House,CA,2020-02-21 19:00:49,52.37,-114.92,34.48,76,74,3.06
251,Upernavik,GL,2020-02-21 19:00:50,72.79,-56.15,-13.67,94,64,5.66
252,Husavik,IS,2020-02-21 19:00:50,66.04,-17.34,28.44,96,100,22.41
253,Puro,PH,2020-02-21 19:00:50,12.48,123.38,76.3,80,65,15.77
254,Chardara,KZ,2020-02-21 19:00:50,41.25,67.97,54.25,56,100,7.72
255,Betong,TH,2020-02-21 19:00:51,5.77,101.07,68.05,95,26,3.02
256,Puerto Madryn,AR,2020-02-21 19:00:51,-42.77,-65.04,68.95,24,0,7.94
257,Ola,RU,2020-02-21 19:00:51,59.58,151.28,-9.29,82,0,2.17
258,Hay River,CA,2020-02-21 19:00:51,60.82,-115.8,24.8,68,40,6.93
259,Faya,SA,2020-02-21 19:00:51,18.39,42.45,62.6,72,88,10.29
260,Keuruu,FI,2020-02-21 19:00:52,62.27,24.7,36.0,93,90,12.75
261,Llata,PE,2020-02-21 19:00:52,-9.42,-76.78,58.69,39,100,6.62
262,Polyarnyy,RU,2020-02-21 19:00:52,69.2,33.45,33.8,80,75,13.42
263,High Level,CA,2020-02-21 19:00:52,58.52,-117.14,26.6,63,75,3.36
264,Souillac,MU,2020-02-21 19:00:53,-20.52,57.52,79.0,74,40,8.05
265,Mahon,ES,2020-02-21 19:00:53,39.89,4.27,50.0,81,0,4.7
266,Torbay,CA,2020-02-21 19:00:53,47.67,-52.73,21.0,48,75,19.46
267,Sorland,NO,2020-02-21 19:00:53,67.67,12.69,37.4,93,75,46.08
268,Tianpeng,CN,2020-02-21 19:00:53,30.99,103.94,53.6,62,40,2.46
269,Bonfim,BR,2020-02-21 19:00:54,3.08,-59.95,98.98,25,69,9.57
270,Bontang,ID,2020-02-21 19:00:54,0.13,117.5,79.77,78,98,13.04
271,Constitucion,CL,2020-02-21 19:00:54,-35.33,-72.42,68.22,63,0,9.84
272,Sinnai,IT,2020-02-21 19:00:54,39.3,9.2,57.2,71,45,13.87
273,Brewster,US,2020-02-21 19:00:55,41.4,-73.62,35.01,21,1,10.29
274,Cozumel,MX,2020-02-21 19:00:55,20.51,-86.95,84.99,62,40,10.29
275,Lere,NG,2020-02-21 19:00:55,10.39,8.57,82.08,18,0,6.38
276,Bengkulu,ID,2020-02-21 19:00:55,-3.8,102.27,73.31,89,83,4.09
277,Tocopilla,CL,2020-02-21 19:00:56,-22.09,-70.2,76.39,30,55,13.76
278,Beni,CD,2020-02-21 19:00:56,0.5,29.47,73.42,73,54,1.72
279,Ketchikan,US,2020-02-21 19:00:56,55.34,-131.65,41.0,80,90,5.82
280,Kavaratti,IN,2020-02-21 19:00:56,10.57,72.64,82.44,73,0,10.76
281,Orsha,BY,2020-02-21 19:00:56,54.52,30.41,35.06,89,18,9.8
282,Grand-Santi,GF,2020-02-21 19:00:57,4.25,-54.38,90.45,44,82,4.18
283,Mangrol,IN,2020-02-21 19:00:57,21.12,70.12,78.82,66,55,1.5
284,Clyde,US,2020-02-21 19:00:18,41.3,-82.98,34.0,50,1,14.99
285,Chernoyerkovskaya,RU,2020-02-21 19:00:57,45.43,37.77,39.2,93,75,11.18
286,Eydhafushi,MV,2020-02-21 19:00:57,5.1,73.07,83.34,79,34,20.74
287,Taunsa,PK,2020-02-21 19:00:58,30.7,70.65,63.55,50,50,4.03
288,Petauke,ZM,2020-02-21 19:00:58,-14.24,31.33,71.19,94,31,5.21
289,Wawa,NG,2020-02-21 19:00:58,9.9,4.42,91.02,26,0,3.62
290,Novobiryusinskiy,RU,2020-02-21 19:00:59,56.96,97.71,21.02,97,100,3.74
291,Lons-Le-Saunier,FR,2020-02-21 19:00:59,46.75,5.75,44.6,92,63,4.7
292,Aripuana,BR,2020-02-21 19:00:59,-9.17,-60.63,74.75,99,100,2.24
293,Manta,EC,2020-02-21 19:00:59,-0.95,-80.73,86.0,74,75,4.7
294,Larsnes,NO,2020-02-21 19:01:00,62.2,5.58,46.4,78,75,44.96
